event,is_goal,period,time,distance,angle,is_rebound,is_pass_before,is_cross_line,is_one_touch,is_fast_attack
Shot Attempt - Lower left,TRUE,1,901.8,5.2,15.59281094,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,1,1144.3,21,65.44010896,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,46.5,17.6,55.26137472,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,100.2,21,68.92250588,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,2,154,21.6,63.55763767,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,300.5,17,78.02386756,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,573.8,15.4,57.17145821,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,724.7,19.2,85.21153345,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,881.9,11.4,69.14554196,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,17.1,20.1,64.093492,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,333,24.6,56.30993247,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,658.8,2.5,46.73570459,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,665.2,23,61.4719506,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,TRUE,3,1018.4,4.2,-1.591140271,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Wide right,FALSE,1,56.7,12.3,54.80609276,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,62.7,22.8,52.91750303,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,114.7,20.2,69.27444113,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,TRUE,1,232.8,4.7,15.75117366,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,301.5,16.6,79.8508482,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,362.9,14.6,56.19511143,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,461.8,14.7,47.36137466,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,641.1,18.5,59.09170887,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,1,684.6,18.1,63.58111121,FALSE,TRUE,TRUE,TRUE,TRUE
Shot Attempt - Blocked,FALSE,1,1041.9,22.2,60.91938783,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Wide right,FALSE,2,86.4,17.2,32.86867893,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,149.8,18.8,76.93604587,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,TRUE,2,342,12.3,73.21016963,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,424.5,20.6,63.04782107,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,2,425,5.4,78.05582281,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,2,510.5,14.1,38.03174326,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,668.8,11.1,47.76385737,TRUE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,768.1,6.6,27.43972795,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,TRUE,2,950.3,9.3,77.47119229,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,974.4,17.4,67.94893728,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1211.1,16.3,61.97031902,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,221.1,18.5,69.96278983,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,435.1,17.6,43.00790643,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,25.8,8.1,74.7448813,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,344.8,7.6,9.605204155,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,474.3,23.2,54.79490611,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,1,562.7,6.6,11.11304054,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,1,741,14.7,89.6102388,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,1,935.8,20.3,46.50179252,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,TRUE,1,975.8,6.9,36.50144112,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,998.2,17.6,76.75948008,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,235.5,7.3,67.75097634,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,263.8,14.4,79.55218245,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,295.7,14.2,45.30639162,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,2,352.9,20.3,64.47421405,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,405.8,15.9,79.82448916,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,757.4,16.5,87.22419655,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,801.8,20.2,49.49715161,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,816.3,10.3,75.28492835,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Wide right,FALSE,2,866.6,2.5,15.2551187,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,894.7,14.3,48.93478206,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,918.9,5.6,43.4518423,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,2,1093.7,18.1,72.68436449,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Lower left,TRUE,2,1178,4.2,54.2933086,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,3,453,10.4,77.04723549,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,521.7,3,59.03624347,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,631.3,4.3,57.09475708,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,3,917.6,13.9,37.95423088,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,998.6,31.6,63.61016473,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,50.7,13,42.97863506,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,1,56.5,19.5,80.48903962,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,145.5,12.7,70.25316339,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,179.5,10.6,53.9305901,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,1,449.3,13.5,73.34215444,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,TRUE,1,1015.9,11.1,36.52885537,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,132.7,20.8,58.14724238,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,141.7,16.9,82.15829678,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,241.5,13.5,65.59233133,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,2,252.9,1.4,18.43494882,TRUE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,2,252.6,6.6,15.2551187,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,2,358.7,18.3,70.15311714,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,466.9,16.1,72.02158159,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,530.1,13.3,46.31691241,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,685.5,17.4,75.15454792,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,846.4,18.3,72.26741609,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,2,1014.4,23,60.54367923,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1131.2,18.1,45.7252243,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,1162.3,15.2,65.33260877,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,TRUE,3,553.8,10.4,45,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,4,58.6,13.8,80.33133134,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,4,104.7,14,74.0546041,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,191.2,20.4,62.78388844,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,1,418.3,3,72.18111109,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,1,544.2,12.6,65.94265055,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,1,936,13,77.03859815,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,TRUE,1,942.6,19.1,63.71173788,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,1088.4,7.5,47.33730586,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,1180.4,18.1,58.24051992,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,1201.9,16.5,86.16273788,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,2,13.1,12.8,74.4274564,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,181.3,19,75.81570575,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,305.7,9,76.42956561,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,2,434.2,8.9,33.29356327,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,2,462.3,5.6,80.7066914,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,709,16.8,73.53245321,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,994.2,15.8,61.75026451,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1004.7,14.2,53.81522102,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,1097.5,10.8,67.59016263,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1140.4,10.1,19.65382406,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,1172.4,20.4,62.91644914,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,3,300.8,14.5,46.80873932,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,437.9,14.5,74.60445075,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,447.7,16.6,70.67681568,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,525.1,19,78.98816983,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,575.6,15.6,83.37596737,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,784.4,22,64.5136122,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,TRUE,1,58.1,5.4,34.3302172,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Wide left,FALSE,1,144.7,15,79.96978668,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,152.4,19.2,75.01013764,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,203,10.9,29.45367273,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,288.2,11.1,39.36931724,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,500.9,17.4,77.97472039,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,1,540,19.1,67.00272904,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,623.1,23.3,53.85795876,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,634.7,24,55.19346909,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,703.9,20.6,57.03720232,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,749.1,3.8,82.50414236,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,955.6,19.2,55.26514046,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,966.2,3.7,32.73522627,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,1034.8,17.4,46.25080081,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,1,1046.1,11.2,35.27242145,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,314.6,18.2,52.12501635,TRUE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,2,363.1,5.1,83.15722659,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,2,473.7,12.8,49.03771062,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,TRUE,2,475.7,6,6.581944655,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,667.4,14.5,22.38013505,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,2,709.3,12.6,89.09061955,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,797.5,11.5,51.00900596,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,108.8,5,50.19442891,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,1,120.2,15.1,74.94568344,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Deflected,TRUE,1,237.2,17.4,77.97472039,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Bottom middle,TRUE,1,237.7,2.7,79.11447295,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,312,22.3,62.72323662,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,447,11.3,50.33215888,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,1,538.1,10.5,88.90878377,FALSE,TRUE,TRUE,TRUE,TRUE
Shot Attempt - Blocked,FALSE,1,684.8,14.5,45.30314944,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,743,22.5,58.80906076,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,1,782.7,5.2,85.60129465,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,1,804.2,15.6,52.19347006,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,1,868.9,1.9,-62.10272897,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,881.3,16.3,86.83963837,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,1,1123.2,21.2,62.68439203,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,116.1,17.2,77.10625596,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,TRUE,2,310.8,8.8,55.7388971,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,2,356.4,7.8,36.38435182,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,2,664.1,16,64.91640599,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,2,716.2,11.9,42.02626892,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,737.8,18.5,69.66588697,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,2,740.1,14.6,56.76828893,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,779.8,17.7,54.22392228,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1027.2,12,69.1022345,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,2,1065.4,2.7,51.34019175,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,1146.2,21.6,64.29004622,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,102.6,16.7,55.80823094,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,510,6.5,80.24757506,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,3,554.2,16.5,79.10127419,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,3,641.8,20.2,74.01519848,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,655.1,22.7,62.61816005,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,3,808.4,23,56.88865804,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,TRUE,1,58.7,11.8,50.85601359,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Deflected,FALSE,1,120.7,20.9,67.46674992,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,698.4,16.6,74.43848967,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,212.6,17.1,59.99507913,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,371.8,20.2,63.17212599,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,431,14.2,52.27500496,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,713.7,14.5,44.09061955,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,703.8,16.9,89.66097568,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,1,826,4.8,65.05609474,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,1,1067.9,20.4,48.19162666,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,1133.4,23.6,58.42580925,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,2,349.7,10.9,73.76115837,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,370.3,19.7,61.14971009,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,598.9,16.4,88.95202335,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,636.1,7.1,74.38901147,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,TRUE,2,676.9,3.3,32.61924307,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,814.5,4.9,20.55604522,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,863,8.3,62.80187205,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,867.7,17.9,80.9605172,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,995.9,16.2,43.64253416,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,999.5,14.6,76.82744658,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,1126,13.1,34.3593803,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1160.1,17.3,78.95109433,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,732.5,15.3,15.06848816,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,94.9,19.4,67.0785811,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,105.7,16.6,35.80334411,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,270.7,18.5,67.84455313,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,272.8,5.9,18.08344538,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,3,379.9,16,67.71999728,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,455.9,12.7,52.083286,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,3,534.4,5.8,87.03906387,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,3,557.8,13.6,76.68636769,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,3,702,9.7,83.46336635,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,3,722.9,16.4,51.57192265,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,752.9,16,77.27564431,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,758.5,17.9,67.10273688,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,785.3,18.2,74.80094369,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,3,873.1,6.4,62.19854122,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,3,845.4,13.1,75.32360686,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,975,10.6,43.33971763,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,TRUE,3,1005.2,8.6,0,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,4,113.3,20.2,73.10830426,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,220.9,16.6,49.43871637,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,492.1,18.1,76.04170993,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,1,598.7,21.7,54.91652612,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,1,658.5,13,89.118596,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Deflected,FALSE,1,874.6,8,74.55368363,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,37.5,13.3,87.41697933,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,64.7,15.6,85.96658893,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,73,11.8,66.54097592,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Wide right,FALSE,2,76.4,17.5,80.42967457,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide left,FALSE,2,96.4,10.3,51.70983681,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,180.3,14.8,77.38637255,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Blocked,FALSE,2,306.6,12,49.34323995,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,347,11.4,53.97262661,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,400.7,18.4,74.35775354,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,2,510.9,18.6,76.79516727,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,695.7,16.4,42.58049078,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,715.6,21.6,50.01311376,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,736.4,21,48.51194265,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,985.1,7.8,37.51911382,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1010.2,8.6,82.62623364,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,2,1029.5,12,50.78239232,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Wide right,FALSE,2,1112.4,12.3,2.161079488,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Blocked,FALSE,2,1116.7,20.4,55.49147701,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Over the net,FALSE,3,58.2,11.9,84.67425938,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,3,210.2,17.5,73.14160123,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,285.3,17.9,72.89727103,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,343.3,12.7,45,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,418.9,8.4,83.13000769,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Wide left,FALSE,3,535.2,21.6,58.46520809,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,3,757.2,18.2,84.94831066,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Blocked,FALSE,3,776.3,12,62.33324271,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Deflected,FALSE,1,28.4,21.1,60.15005321,FALSE,FALSE,FALSE,FALSE,FALSE
