event,is_goal,period,time,distance,angle,is_rebound,is_pass_before,is_cross_line,is_one_touch,is_fast_attack
Shot Attempt - Upper left,FALSE,1,606.1,12,40.94065364,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,1,618.7,8.6,27.2351467,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,904.5,14.1,55.35905249,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,1057.5,13.4,79.11447295,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,141.9,14.3,64.35899418,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,2,272.7,13.7,39.16050769,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,380.6,28.3,71.10878044,FALSE,TRUE,FALSE,TRUE,TRUE
Shot Attempt - Bottom middle,FALSE,2,393.9,16.2,50.3392368,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,454.3,16.5,54.37706069,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,2,689.2,12.9,76.83676751,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,993.5,17.4,34.09497795,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,1185,19.1,56.22245807,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,3,43.2,10.2,21.44773633,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,79.3,8.9,57.06130946,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,3,525.7,12.5,80.31121344,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,3,531.2,16.8,55.71312302,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,619.1,10,79.02775976,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,3,700.7,19.4,77.69727367,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,795.2,7.6,31.10880883,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,888,9.9,20.09523119,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,4,37.3,13.9,68.74949449,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,631.9,14.9,72.43498531,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,662.7,16.4,59.34933204,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,192.4,14.6,46.78991061,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,417.3,8.4,58.29857033,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,431,29.8,69.32557524,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,1149.2,13.8,50.30732685,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,1,1153.3,1.7,-79.38034472,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,84.2,14.7,57.5602371,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,187.5,6.9,6.654425046,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,258.5,14.2,50.46909497,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,488.5,7.2,40.69553104,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,572.9,16.1,50.92458198,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,922.7,7.2,7.35237936,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,1045.8,20.4,60.68999293,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,2,1086.4,18.8,82.64762064,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,1153.6,25.9,69.28582516,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,1,1092.3,26.2,79.16428813,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,887,4.6,54.46232221,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,2,943.7,17.1,75.30803947,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,3,65.8,14.3,46.21887524,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,380.7,8.5,33.27488798,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower left,FALSE,3,396.2,12.4,41.09145571,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,499.9,14.1,71.95658799,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,606.5,16.5,54.88798882,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,806.5,10.2,32.47119229,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,3,969.2,3.4,23.19859051,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,2,1109,20.7,67.24902366,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,302.5,15.5,63.09390654,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,1,353.4,6.4,42.20729763,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,1,387.3,29,73.94001269,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,423.5,16.5,45.79205709,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,442.9,15.3,56.74563343,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,538.4,3.5,53.47114463,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,1,926.4,4,41.7602997,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,1,927.3,4.6,2.862405226,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,239.4,5.2,19.23067238,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,322.1,16.3,78.55066201,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,414.1,3.6,73.61045967,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,2,442.8,11,38.12518197,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,250.8,5.6,31.15930451,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,417.5,10.1,19.87217582,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,2,717.5,11.5,62.04903097,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,3,93.5,12.6,46.04162668,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,150,15.2,68.76938886,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,547.9,18.3,80.48577946,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,3,742.4,12,68.47099312,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,54.7,10.7,21.68906496,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,1,70.3,5.6,47.29061004,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,1,639.2,14.1,87.96908576,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,809,19.5,60.14098384,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,268.1,1.4,4.763641691,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,2,444.4,2.3,82.56859203,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,2,468.9,18.3,51.39237368,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,2,685.3,4.7,82.56859203,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,900.8,2.4,13.39249775,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,2,915.6,18.8,85.10959794,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,2,1190.4,25.7,73.49563862,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,1,1124.3,19.1,61.33969626,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,431.1,13.1,51.92111764,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,68.1,20,75.40342447,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,3,87.5,18.1,45.96286363,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower left,FALSE,3,302.2,8.4,46.04162668,TRUE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,3,387.7,13.3,68.36205877,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,451,9.9,29.18080605,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,3,605.3,10,35.98067757,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,648.3,19.5,73.35790864,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,3,656.8,14.9,82.25222796,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,3,661.8,20.1,70.73740086,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,3,791.6,25.2,75.85239461,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,3,814.4,13.3,38.58539819,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,3,819.5,6,68.19859051,TRUE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,1,179.2,13.7,57.15959573,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,1,281.7,3.1,76.86597769,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,63,3,63.43494882,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,662.4,16.3,78.62078609,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,1,756.7,15.7,76.67546874,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,862,25,76.24379233,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,1,930.9,12.8,40.49509314,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,1081.5,17.7,61.63095371,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,1154.8,9.3,43.57973445,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,1,1177.4,10.3,49.2678933,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,157.1,12.1,51.41878673,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,2,365.6,8.2,49.2363948,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,2,586.4,21.9,63.67670173,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,500.3,20,56.56013079,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,628.7,21.4,61.32304623,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,738.9,14.6,37.98814173,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,926.8,14.2,44.07096068,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,1000.9,3,26.56505118,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,1080.8,3.4,62.65012422,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,2,1095.6,7.6,28.07248694,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,801.4,14.9,43.22853026,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,3,101,16.4,68.39776392,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,3,121.2,17.9,89.35985033,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,3,373.9,19.1,70.01689348,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,452.1,17.1,77.36093756,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,502.9,18.7,70.68062398,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,801.5,11.7,53.44036528,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,4,45.1,11,24.44395478,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,1,158.4,14.6,43.19126068,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,377,14.2,83.88449643,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,1,161.2,15.4,48.10166403,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,198.1,15.8,39.09385889,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,1,652.1,12.2,82.00252653,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,693.1,22,63.43494882,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,1,706.5,5.6,45.7848246,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,1,780.9,13.2,67.20940916,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Bottom middle,FALSE,1,798.6,5.9,60.2551187,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,1,1114.7,22.4,57.42594287,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,2,313,18.1,80.74659493,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,368.3,14.5,70.67187085,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,391,10.1,53.13010235,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,450,15.3,47.56377021,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,2,608.3,8,62.10272897,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,2,900,14.4,49.21417852,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,2,938.2,8.5,43.4518423,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,961.4,17.2,75.71890426,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,1154.9,8.9,62.2414594,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,66.8,16.4,56.71555953,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,3,71.8,13.6,47.57335946,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Bottom middle,FALSE,3,179.4,16.5,87.57072668,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,203,10.1,87.73204546,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,3,421.6,4.9,86.49646836,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,3,512.1,20.1,48.46822926,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,3,531.7,18.6,61.72087344,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,700.7,16.1,60.11716765,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,868.2,18.2,55.85010463,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,985.7,10.1,61.34288254,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,1013,7.4,42.04922089,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,767,18,66.07074523,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,1,351.9,16.8,67.8097111,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,599.9,14.7,58.68645673,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,1,753.5,3.4,29.0546041,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,790.9,18.6,76.86597769,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,1,1065,3.9,1.684684318,FALSE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Bottom middle,FALSE,1,1147.2,17.2,52.49585764,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,521.8,17.9,64.90374954,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,578.8,17.9,40.03025927,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,928.4,3.6,60.46121774,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,999.3,11.3,36.31364542,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,2,1026.4,6.7,87.43622979,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,2,1163.5,16.4,86.83963837,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,2,796.6,14.2,45,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,3,218.3,3.1,-8.426969021,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,210.4,5.9,12.40741853,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,3,326,20.9,63.18086721,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,904.1,17,68.83874018,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,1021.4,19.2,58.55567504,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,884,30,69.49190103,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Top middle,FALSE,1,71,9.5,52.23692203,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,268.3,14.8,43.22853026,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,TRUE,1,443.1,7.1,61.18920626,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,469,20.5,54.18883608,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,534.4,18.2,78.50343698,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,647.1,30.6,70.54807315,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,1,1031.5,19.6,49.19564969,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Top middle,FALSE,1,1046.6,30.8,68.5104012,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,1092.1,15.7,58.84069549,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower left,FALSE,2,152.5,5.1,70.11483489,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,2,327.9,12.9,44.66097568,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,391.1,12.9,63.22884979,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,551.2,13.1,51.2674814,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,2,558.8,3.8,42.70938996,TRUE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,2,570.2,12.1,50.38931176,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,730.2,18.8,55.68910467,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,2,739.3,18.2,69.6321794,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,782.9,16.5,88.26429541,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,2,820.1,17.2,73.59143085,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,841.8,1.4,-41.9872125,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,938.6,9.5,50.9374161,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,2,1013.7,4.7,-9.68878656,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,3,315.3,26,80.90099429,FALSE,FALSE,FALSE,TRUE,TRUE
Shot Attempt - Upper right,FALSE,3,344.7,17.9,58.34872711,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,3,680.1,16.5,47.90191047,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower left,FALSE,3,703.9,9.9,45.44414443,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,3,840.2,6.8,57.05078488,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,3,911.2,2.5,-18.43494882,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Lower right,FALSE,3,920,3.3,41.0090869,TRUE,FALSE,TRUE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,1,294.3,16,53.58362148,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,2,912.9,14.7,37.12606187,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,382.7,10.7,28.70595254,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,1,186.1,18.1,66.50143432,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,15.5,15.8,64.10309089,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,2,350.1,7.7,51.70983681,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,2,548.2,4.6,45,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,682.5,18.1,79.43898931,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Top middle,FALSE,2,469.8,16.1,75.43972438,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Bottom middle,FALSE,2,169.5,17.4,53.40891173,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper right,FALSE,3,327.8,25.4,57.61932229,FALSE,FALSE,FALSE,FALSE,TRUE
Shot Attempt - Lower left,FALSE,2,1185.8,17.6,51.88172363,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,135.5,17.3,88.34451346,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,1,253,21.8,61.60698058,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,287.1,7.9,73.65182845,FALSE,FALSE,FALSE,TRUE,TRUE
Shot Attempt - Top middle,FALSE,1,486.4,14.4,67.44275337,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Lower right,FALSE,1,541.3,5.9,47.23117461,FALSE,FALSE,FALSE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,1,738.5,13.6,58.50783888,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,946,17.5,73.460176,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,1,874.6,18.6,54.68878656,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Upper right,FALSE,1,1050.9,14.1,41.85504254,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,295.6,13.4,83.08877288,FALSE,FALSE,TRUE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,2,320.8,9.5,58.92834194,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper left,FALSE,2,910.6,7.1,11.12918929,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,3,169.2,7.7,40.95551443,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,3,201.5,19,88.19126068,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,22,18.9,67.04591346,FALSE,TRUE,FALSE,TRUE,FALSE
Shot Attempt - Bottom middle,FALSE,3,536.9,3.6,67.89055166,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower right,FALSE,3,709.2,6.6,58.57043439,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,593.8,8.1,24.04422327,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Lower left,FALSE,1,654.3,21.4,65.03291449,TRUE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Upper right,FALSE,1,355.5,19.5,68.81165425,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Upper left,FALSE,2,403.4,9.9,66.09794959,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,183.8,2.8,83.88449643,FALSE,TRUE,TRUE,TRUE,FALSE
Shot Attempt - Lower left,FALSE,3,299.1,15.1,51.84277341,FALSE,FALSE,FALSE,FALSE,FALSE
Shot Attempt - Bottom middle,FALSE,3,592.5,9.2,59.93141718,FALSE,FALSE,TRUE,FALSE,TRUE
Shot Attempt - Upper left,FALSE,1,128,13.1,63.83843356,FALSE,FALSE,FALSE,FALSE,TRUE
